ulasan,sentiment
"@plastikmicin Jd bisa ke kampus yg dulu utk buat ijazah yg sudah legalisir oleh kampus, utk mencari kerja lg. Drpd ga ada perjanjian, ijazah hilang, polisi jg ruwet bikin suket itu klu alasan hilang ga ada bukti  Jd saya kasihtau dari 2 perspektif, karyawan &amp  perusahaan, spy sama2 slg memahami",
Curiga admin'y partai so*med tu sbnrnya polisi klo ga yg kerja dipemerintahan/pns,
@NarasiNewsroom Enak nya kerja jadi polisi kalau bikin salah ga di pecat beda ama swasta bikin salah dikit aja sudah harus nyari kerjaan baru,
"gobloknya penilaian org indo, berjasa apa?! namanya berjasa itu kerja tdk di gaji, tdk meresahkan rakyat, ini jd polisi dpt gaji dan fasilitas negara, membunuh, atau berjasa krn membunuh?!.",
"@tempodotco Polisi @DivHumas_Polri dan jenderal @ListyoSigitP ini ga bisa kerja, anggotanya banyak terkena kasus HUKUM",
"Berjasa itu bila tak menerima gaji/bayaran, tapi sambo itu kerja di bayar mahal oleh negara, ajudan 5 ekor, rakyat kekurangan  polisi utk mengamankan dari gangguan, ancaman, yg justru adl TUPOKSI POLRI. Rakyat di paksa mengalah demi kenyamanan elit2 polri. Lha mbok mikirr...!!! https://t.co/5S03rd9pFS",
"@amrufateh Kerja kerajaan buat polisi, bukan buat konsert. Tanyalah org yg buat konsert tu siapa yg ajak, then tanyalah pengusaha tahfiz tu kenapa dia datang dah tahu aktiviti lagha. Ada akal sila guna. Nak jd cytro tu biar bijak sikit",
"@duittonium @afyanIFP Puak anti-GST ni tolol termakan hasutan. Polisi tak salah, yg salah proses n cara kerja org yg laksanakan, yg patut diganti proses n org bukannya polisi.   Dah yg hasut pun sama bangang nak ambil n cari jalan yg paling mudah. Smpi skrg la terasa kesannya",
"@PartaiSocmed @CCICPolri @DivHumas_Polri Ngarep polisi nangkap judol? Mimpi kali yeee.... Cuma gimmick aja mau berantas judi, kapolri mana suaranya, org2 indo berbondong2 kerja di kamboja dan filipina mengincar korban2 di indonesia lewat judol, kaya mendadak si cina2 bangsad itu. Polisi mana? Jelas kl bkn backup apa lg?",
"#KaroSDMPoldaJambi, Kombes Pol. Maulana Hamdan menerima siswa Sekolah Inspektur Polisi (SIP) angkatan 52 Tahun 2023 yang akan melaksanakan Latihan Fungsi Teknis (Latnis) dan Latihan Kerja (Latja) , bertempat di Ruang Kerja Karo SDM #PoldaJambi, Senin (28/8/2023) pagi. https://t.co/JMYUPKOXDu",
Cape-cape kuliah hukum bertahun-tahun pas kerja dibegoin polisi kaya Samboð,
"Ada negara model utk isu ni. Dubai, Swiss dll. Saya ke Dubai rakyat diberi dpt sara hidup, sektor kerja diisi buruh luar. Saya ke Swiss, ya rakyat diberi sara hidup tp sektor kerja masih diisi rakyat tempatan. Polisi negara utk kawal menentukan ia baik atau buruk.",
"Dah habis kerja sendiri, kena buat kerja orang lain pulak. Gaji tak setimpal. Akta Pekerjaan perlu digubal. Kalau sekadar ubah polisi syarikat, tidak menjamin kepatuhan pon. Tak semua syarikat akan ikut. Minta digubal semula di dalam akta. Sudahla gaji marhaen cukup makan je.",
"@Heraloebss kasian keluarganya pak david di rumah, bapaknya brngkat kerja sehat di tmpt kerja disiksa, mau lapor polisi eh yg nyiksa polisi",
@mazzini_gsp Tapi ada tuh polisi yg nembak mati polisi lain udh bebas dan kerja lagi jadi polisi. ð?,
"Kunjungan Kerja ke Palu, Presiden Jokowi akan Diamankan 1.023 Polisi https://t.co/DPq32U8Bop via @beritapalu_NET",
"ð Motohashi Iori  -HC populer pada bilang kerjaannya tuh antara polisi atau salaryman -Salaryman masih makes sense, kalo polisi terlalu draining kalo inget dia juga ngurusin rumah -Tapi menurutku dia juga cocok jadi housekeeper -Kerja di daycare atau panti jompo juga oke",
"@detikcom 30 tahun mengabdi, berpangkat perwira tinggi, pemegang jabatan strategis, harusnya adalah orang yang sangat paham aturan hukum, penegakan hukum dan profesionalisme kerja polisi. Ini justru menjadi hal yang memberatkan hukuman bagi FS.  @MahkamahAgung @DivHumas_Polri @ListyoSigitP",
"FYI, Aki Yoshi ini kerja diperusahaan pemusnah aparat aparat nakal gitu, kaya koruptor, penjahat, berandal, dll. Pokoknya perusahaannya ini hampir mirip sama kantor polisi, cmn ini versi ilegalnya dan gak harus selalu musnahin orang.",
Rapat Kerja @polisi_sumsel  @kapolda_sumsel @prabumulih_siruuu  @viral.prabumulih_id @prabumulih.viral  @prabumulih.bedesau @xposedid  #polripresisi #poldasumsel #polresprabumulih #akbpwitdiardi https://t.co/6hQf70huLD,
"@hwirau Udahlah kawasan padat penduduk, traffic flownya juga padet bgt, maba membeludak, jam pulang kerja, gaada polisi pula.. Aku ucapkan gws dan semangat kpd kita semua",
"kemarin sih anjggg bgt temen gue sok sok an mau cari jalan yg gaada polisi, eh pas pulang dia lupa jalan mana yg harus dilewati. anjgggg ð­ gue panik ð¥² soalnya keluar gk ijin bapak gue, mana beliau kerja ð¥² untung sampe rumah walaupun kemaleman tp ok lah.",
"Hg tau 18 org kawan aku kena buang kerja. Aku kena tanggung polisi 18 org. Bukan setakat bendera putih, kain putih pun aku takmampu. Butuh pak hang. Semua sebab azmin dgn muhyidin hg la. Bodo abadi",
@NdrewsTjan Ini polisi nya kerja by request apa gimana?,
@lemburcepot Selamat dan terima kasih atas upaya Lembur Cepot dalam memerangi penggunaan narkoba! Teruskan langkah menuju Bandung bebas narkoba. Polisi Indonesia bangga akan kerja keras kalian! ðªð #KampungBebasNarkoba #,
RAPAT KOORDINASI PEMBAHASAN PROGRAM KERJA TIM PENGGERAK LEMBUR CEPOT. #kampungbebasnarkoba #bebasnarkoba #narkoba #kampungantinarkoba #kampungbersinar #kotabandung #bandung #polisi #polisiindonesia #polisiganteng #karta #karangtaruna #jabarjuara #jawabarat https://t.co/KVLTONeulA,
"Kapolresta Kupang Kota menerima sebanyak 39 siswa Sekolah Inspektur Polisi(SIP)angkatan 52 yang akan melaksanakan Latihan Kerja(LATJA)di Polresta Kupang Kota, Dari Tanggal 28 Agustus 2023 Sampai 16 September 2023 https://t.co/RhHjcfOwsW",
"Aku tak setuju dgn gelaran yg dgunakn. Tp the whole other points absolutely true.  Ugh.. Please oppo pun kena buat kerja dasar polisi semak imbang jugak. Dan sepatutnya biar kerja itu yg menumbangkn PH. Bukan duk kerja kira MP tuk tumbangkn krjn"".""",
"Kita berharap dalam pertemuan ini, dapat membahas aspek potensial untuk memperkuat kerja sama kita menjadi upaya nyata dalam pemberantasan kejahatan lintas negara di kawasan ASEAN dan sekitarnya,  Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/QUcWDMBakW. https://t.co/JEPnUrNCGl""",
@CNNIndonesia Biar ada kerja nya polisi ð¤£ð¤£ yg penting cairrrrr,
"Hmmm punya om yg kerja sebagai polisi + Tante yg kerja jadi pengacara bertemu dan menikah, di saat bertanya seperti sedang di sidang, hedeh",
"@AREAJULID bupati, polisi, dll kurang kerja sih.",
Bhabinkamtibmas desa Duren Polsek Sawahan turut serta melakukan kerja bakti pembangunan Madrasah Diniyah dusun Sugihan  #polisi #polresnganjuk  #kapolresnganjuk  #muhammad.chaniago2003 #divhumaspolri #humaspoldajatim #bolokuompolisi  #polisinganjuk #wayahelaporkapolres #nganjuk https://t.co/Tq2o0du4Qn,
"Ini drama beneran bagus...saya suka kolaborasi kerja sama antara polisi, petugas damkar dan tim forensik. Penanganan kasusnya jadi variatif. Membedah kasus dgn sudut pandang yg berbeda sekaligusâbukan hanya dari pihak polisi namun juga dari 2 tim yg bersangkutan.",
"@tempodotco Astofirllohalhadim....gmn ti profesional kerja Polisi, apa sudah berlaku azas praduga tak bersalah. Hukum polisi dg hukuman mati...bodoh. Pecat hukum mati",
RAPAT KOORDINASI PEMBAHASAN PROGRAM KERJA  TIM PENGGIAT  PEMANTAPAN PROGRAM dan  PELATIHAN TEKNIS PROGRAM LEMBUR CEPOT JUARA . #kampungbebasnarkoba #bebasnarkoba #narkoba #kampungantinarkoba #kampungbersinar #kotabandung #bandung #polisi #polisiindonesia #polisiganteng https://t.co/GlgqB30T6A,
"Kebiasaan emang polisi wakanda, nunggu diamuk masyarakat dlu baru mau kerja. Macem kerbau kudu di cucuk dulu idungnya.   Kalo gak punya uang, bilang kasus org kayað",
"Bergantung kepada cabang mana. Kalau SOC selalunya kerja shift. Yang lain semua office hours dan ada sesetengah roles macam incident &amp  forensik yang selalu kena tiba-tiba kerja waktu cuti sebab ada insiden. Work Life Balance, ikut syarikat, kami pasukan cyber ikut polisi syarikatâ¦ https://t.co/YFBS6zmeIC",
@checkouterus @tvindonesiawkwk @AREAJULID Polisi : âKerja kelen apa?â? ð¤£,
@conanfansclub Karena detektif conan adalah serial yang enak disaksikan dan bisa mengetahui trik  dan kasus yang sulit dipecahkan. Seandainya saya jadi polisi konoha saya akan pelajari kasus kasus ini melalui detektif conan. Bukan buat konten tak guna yang seperti kerja kelen apa,
Trnyata oh ternyata dilapangan begitulah polisi kerja ....@DivHumas_Polri @mohmahfudmd https://t.co/lxse5SjQs3,
"Hari ultah Ichijou sama kayak hari kematian ayahnya. ð¥² Pas dia ultah 10 tahun, ayahnya yg polisi juga ga pulang, mati krn nyelamatin seseorang yg tenggelam di sungai. Ibunya Ichijou kerja sebagai perawat.",
"@tanyarlfes Kenapa mereka berani begitu,karena polisi terlalu banyak pencitraan tanpa kerja nyata",
@FikritheAdvisor @uqiiiiiii @tilehopper ooh polisi kita kerja ya /s,
"@iloveyujinie polisi sama damkar yg kerja sama buat nangkep penjahat, tonton deh seruuuuu bgttt kasusnya jg keren"";0;0;0;0;in;1649094246123847680;1695456623949725941;jiewoongz;https://twitter.com/jiewoongz/status/1695471656796602856",
@LokmanAdam Ketua Pemuda Umno patut kena jentik telinga sepatutnya. Kerja sibuk menyerang DAP. Polisi dan tawaran kepada anak muda sunyi sepi. @drakmalsaleh,
@convomf Maaf oot. Aku cuman mau bantu share kasus pelecehan. Sprti yg kita tau klo buat laporan di polisi klo gk viral penanganan/kerja mereka lambat. Semoga bisa viral. ig korban tertera di foto https://t.co/Ca4o465Hhc,
@xeunseoki gue rangkap kerja polisi ini,
@biker2baker @whostukangkarut aku bukan cakap pasal undi. aku memang tau orang gomen ni sampah. ko pergi la opis gomen. tempat paling banyak skandal. paling toksik. paling byk kes harrasmen. paling tak reti kerja. paling tak faham polisi. paling jahanam. bos2 yang berpangkat yang paling teruk. sombong bodoh.,
"Melalui data statistik dari Juli 2020 hingga Juni 2023, dapat terlihat noda jejak hasil kerja keras kepolisian dalam melakukan tindak kekerasan. Polisi menjadi alat pemukul rakyat demi kepentingan negara. https://t.co/jOj2CuhWtz",
"@tanyarlfes Kerja kmu apaan? begal? Nih,sambil nengteng senjata. Polisi sekarang sibuk bikin konten tiktok.",
@P3n99u94t Jihad kontol...ditembak mati polisi aja pada mewek ( KM50) jihad itu kerja atau dagang buat menafkahi keluarga...drun. Sering dengerin tausiah di Monas...sih Sono sembah dulu balihonya ð¤£ð¤£ð¤£ð?ð?ð?  Dasar kadrun otak BERUK https://t.co/V9WA9F0e5p,
Sangat disayangkan polisi smp saat ini blm berani untuk tangkap si penadah. Karna menurut gue penadahnya inilah yg pinter &amp  dia jg yg ngasih duit ke anak2 Plumpang ini untuk kerja jd jambret. Bibit2 baru gak akan berhenti muncul sblm akarnya dicabut. Betul enggak? @DivHumas_Polri,
"Kek plis lah kalo kerja di tempat org tuh yg bener bener aja. Yg ribet, yg ngurusin, yg didatengin polisi itu gue gue jg tai. Capek ngurusinnya. Mana masalahnya kocak pula ga beres beresð­",
"@tanyarlfes Apasih mabokÂ² anjg bgt,, di tempat gw aj yg jual nya dah bnyak yg tau tpi ga ditangkepÂ² , polisi kerja apa sih anjig",
"@kataweka_ @DivHumas_Polri @tanyarlfes Polisi luar negri juga kerja kalo ada laporan , kalo kaga ada laporan gmn tau ada perkara kejadian? Shhh",
"Kapolda Jatim Lakukan Kunjungan Kerja Polres Lumajang   Lumajang-Kapolda Jawa Timur Irjen Pol Dr. Toni Harmanto, M.H., melaksanakan kunjungan kerja Mapolres Lumajang, Kamis (24/8/2023).  #polisi  #polreslumajang  #kapolreslumajang #semangatmelayani  #bolokuompolisi  #lumajang https://t.co/oBp9MQDoqX",
"Aku pernah kerja dgn mnc europe yg sampai tahap europe give up nak betulkan, sbb higher management kt sini terlampau kuno dan kuat asian culture yg merapu2, tak selari langsung dgn polisi company..hahaha..sudahnya kena release dan dijual..",
"@tanyarlfes Kepada polisi tidur, ayo bangun!! Masa kudu viral dan di tag dulu baru kerja paakk??! Perutnya atuh jangan buncit2 biar geraknya cepet, masa kerjanya nerima duit dulu baru diproses laporan masyarakat pak..? geram banget liatnya ð©",
"Sampe kerja di univ mana, ngajar apa, lulusan mana, foto korban juga disebar. Jijikbgt sama media. Meanwhile pelaku alias si kuli yg hatinya sensitif ini (palingan jg ketauan maling) mukanya ditutup sama polisi",
"lelaku bikin mamah ga ada, trss pokoknya balikk dari itu tu aku nemuin bukti video nya gituu. tpi aku up kasusnya ke kantor polisi tempat papah kerja. trs kata om aku sama aja bohong kalo kamu ga up kasusnya ke pusat mah"" trs abistu pas nyampe rumah. rumah tuh gelaap bangett""",
@geloraco Daripada kerja gak guna mending atur lalu lintas yg sekarang banyak dimonopoli pak ogah alias polisi cepek eh sdh naik jadi  seceng ya sekarang .....,
"Polisi ngurusi polusi udara ya dengan semprot air ke jalanan.  Mereka sebenernya gak tahu apa yang mereka kerjakan, mereka yang penting kerja supaya terlihat ada kerjaan.  Semacam anak SD yang mengerjakan soal multiple choice dengan mengocok dadu.  Ada peluang benar sih, tapi..",
"Polisi Banjar Padang Praja Kelurahan Padangsambian Denpasar Barat Aiptu Wayan Darmika mendampingi Bhabinkamtibmas Aiptu Gede Yasa Suparta melaksanakan kerja bakti dilingkungan Asrama Polresta Denpasar, Jumat (25/8) pagi.   ~Dados Bhayangkara Sane Mawiguna~ https://t.co/ufdNOG7XLA",
"@18fesss Minta copy CCTV pas dia nampar kamu, laporin ke polisi. Enak aja main nampar2 orang. Ortu bukan, Abang/teteh bukan main nampar anak orang. Resign Nder habis dapat buktinya. Ngapain kerja di lingkungan toxic begitu.",
@KompasTV Kalau banyak kek gtu harusnya polisi kerja langsung ke lokasi jangan bingung mau ngapain,
"@rrsnrn Ini itu genrenya horor tpi ga yg horor bgt si ttg pembunuhan, tokoh utamanya pesulap sma polisi, cwonya tu pesulap tpi dia sbnernya dibantu hantu, bkn bisa sulap bneran.. mereka berdua kerja sama buat nangkep penjahat, kurleb begitu wkwk",
Polisi Tetapkan 1 Tersangka Kasus Kecelakaan Kerja PG Kebon Agung https://t.co/LoixEQ3oJG,
@Poldametrojaya_ Makasih pa polisi atas kerja kerasmu. Wahh keren banget,
@worksfess Polisi yang lulus SMA dan kerja di gedung polda metro jaya ððððð,
"KAPOLDA JATIM LAKUKAN KUNJUNGAN KERJA KE POLRES LUMAJANG  Kapolda Jawa Timur Irjen Pol Dr. Toni Harmanto, M.H., melaksanakan kunjungan kerja Mapolres Lumajang. Dalam kunjungannya Kapolda Jatim didampingi Karo ops Polda Jatim ,Kamis (24/8/2023).  #polisi  #polreslumajang https://t.co/9q8BqCxhPY",
"KUNKER KE POLRES LUMAJANG KAPOLDA JATIM BERIKAN SANTUNAN ANAK YATIM  Kapolda Jawa Timur Irjen Pol. Dr. Toni Harmanto, M.H., didampingi PJU Polda Jatim melaksanakan kunjungan kerja ke Polres Lumajang, (24/8/2023).  #polisi  #polreslumajang  #kapolreslumajang #semangatmelayani https://t.co/3VN1nsN9Gx",
@KompasTV Dih...ribet amat...udah bener dihukum tilang dan selama dijagain polisi aja udah takut mereka... Monitor aja tuh polantas pada kerja apa gak?,
"Tadi muacet banget pas berangkat kerja. Eh taunya di T junction ada bapak sama anak ngelabrak polisi, pake acara ngangkat kerah baju. Dih, sok jagoan Lo? Bikin macet. Ngelabrak kok ditengah jalan. Ke kantornya dong. Cemen amat.",
"Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/QQW98aW7Ik., bersama Ketua Umum (Ketum) Bhayangkari Ny. Juliati Sigit Prabowo melaksanakan kunjungan kerja ke Kabupaten Sikka, Nusa Tenggara Timur (NTT), Rabu (23/8). Kedatangan rombongan usai kegiatan AMMTC ke-17 https://t.co/MZ6l0Y4PVT",
"#Repost @divisihumaspolri with @let.repost  â¢ â¢ â¢ â¢ â¢ â¢ Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/aiDyHPJa4R., bersama Ketua Umum (Ketum) Bhayangkari Ny. Juliati Sigit Prabowo melaksanakan kunjungan kerja ke Kabupaten Sikka, Nusa Tenggara Timur (NTT) https://t.co/luQ2eBOqnf",
@Poldametrojaya_ At least kerja nyata. Terimakasih polisi baikð«¡,
"@sosmedkeras @poldametrojaya Terkadang kerja memang tak perlu berpikir, ngabis ngabisin anggaran, inimah cuma biar bikin adem dan ga berdebu tapi malah nambah polusi. Polisi polisi",
"Polisi sdh bisa memproses mayang ini delik biasa jgn sampai viral dl baru kerja, mayang hy ingin konten kepentingan pribadi, tangkap. https://t.co/nxcuAr8IS2",
"@Poldametrojaya_ Kerja jadi seorang polisi tu malu ga sie:"";0;0;0;0;in;1561217034406350852;1694521504552415524;_selenophile00;https://twitter.com/_selenophile00/status/1694848695064568195",
@sosmedkeras @poldametrojaya biar keliatan kerja anggota polisi hahahahað¤£,
"@Heraloebss Kami kerja bukan karena viral""  ttd polisi""",
"@abirzf @RidhooWP @kobokanaeru sini saya ajarin dikit, misal kamu ditangkep polisi karena ketauan jadi maling, apa kamu bersedia ngomong terang2an kalau ditanyain orang lain? atau misal kamu kerja tapi ga boleh dikasih tau posisinya sebagai apa, apa kamu kalau ditanya langsung jawab saya posisinya ini""""",
"@sosmedkeras @poldametrojaya Biar keliatan kerja aja sih gaes,  polisi udara setau gue ga ada deh yang ada angkatan udara yg terdiri dari TNI AU ð¤­ð¤­",
"@narkosun Pernah ada orang nguji satpam sm polisi,dia kerja sm dgn sodaranya,pura kehilangan motor,padahl udah bikin kunci duplikat di kasiin ke sodaranya suruh bawa motornya di parkiran swalayan pas dia udah masuk ke dalam swalayan,hasilnya satpam terkecoh polisi pun gak dan mau ngungkap""",
@Boltcrank6 Emg polisi ga punya pembagian kerja yað«¢. Atau memang lo merendahkan polisi mereka gabisa bagi kerja?,
"@blueishwan tentang penjahat yg dihukum lewat voting gituu, si yg pake topeng ini ngerasa kalau polisi di korea itu gak ada kerja nya, jadi dia yg nguhukum para penjahat itu lewat vote yg dipilih sama masyarakat korea juga",
@detikcom Beginilah kerja polisi???? Sudah basah kuyup baru nyari payung.,
"@narkosun Segoblok apa sih polisi di sana, mana males kerja",
@ayu_1701 @hasyimmah Anjir sama banget ini dulu pulang kerja saya di daerah kelapa gading cempaka putih magrib2 kecelakaan saya di bawa ke klinik pas temen mau ambil motor suruh tebus padahal bukan polisi di warung pangkalan gitu. Minta 200 ribu anjir kejadian tahun 2013,
"@serochonin @kdrama_menfess smoga pas didramany gak ad vibes yijin krena beda karakter jg hahah, diduga yijin gk me kerja breng camer yg gak jd trs pindah jd polisi mw gebet heedo lagi eh saingan am hongsae eh ini lintas universe ð¤£",
"@Irwan2yah1 @bobbynasution_ @DivHumas_Polri @ListyoSigitP @HumasPoldaSumut Dulu presiden @jokowi sampai nelpon kapolri @ListyoSigitP krn preman. Terbukti kerja polisi @DivHumas_Polri cuma angin2an, anget2 tai ayam. Tdk berkelanjutan. Bahkan mungkin jd bekingan.",
"AMMTC ke-17 resmi ditutup, Kapolri berhasil menjalin kerja sama berantas kejahatan lintas negara #polri #polisi Terima kasih Polri https://t.co/9jNqPAcX9K",
@cctvidiots Polisi yang beneran kerja ð?,
"@SiaranBolaLive Kata bapak si Gabri, Bri, ente kalo cari kerja terserah dah dimana saja, kita bukan di Indonesia dimana kalau karir mentok bisa jadi Polisi, jadi kamu musti siapin masa depan dengan modal yg cukup buat bikin kontrakan di kampung bri""""",
"AMMTC ke-17 resmi ditutup, Kapolri berhasil menjalin kerja sama berantas kejahatan lintas negara  #polri #polisi  Terima kasih Polri https://t.co/2S1UCzCt6Q",
"@tanyakanrl kelas 4sd pertama kali di sabet pake gesper karena tau bpk slengki, setelah itu banyak adu fisik sama bpk sampe sma, terakhir pas kerja sampe di laporin ke kantor polisi karena siram selingkuh bpk pake es teh. Ditahan semalam doang karena di tebus sama keluarga ibu wkwk",
alah2 disiksa aja pak polisi. itu klitih meresahkan masyarakat lho. coba misalnya ada org plang kerja trs dibegal.. apa ga ksian.. udh disiksa aja di dlm penjara tu. jgn dikasianin mh smpah masyarakat kyk bgtu,
"@CNNIndonesia Pantasan di jalan polisi gak ada, rupanya kerja hal2 begituan.",
"@detikcom Polisi kok ga kerja d sana tangkap2 kan? Malah warga sipil biasa yg menjaga , sampai Heboh segalaâ¦",
@kegblgnunfaedh Polisi lalu lintas ga mau kerja ya?? ð¿,
Begini amat kerja polisi....@ListyoSigitP @DivHumas_Polri,
